Tweet ID,Empty,Sadness,Enthusiasam,Neutral,Worry,Surprise,Love,Fun,Hate,Happiness,Boredom,Relief,Anger
287693533668839000,0,0,0,0,0,0,0,0,0,0,0,0,0
287456016801624000,0,0,0,0,0,0,0,0,0,0,0,0,0
287311558298726000,,,,,,,,,,,,,
287209450496983000,,,,,,,,,,,,,
287168167141318000,,,,,,,,,,,,,
287154148296781000,,,,,,,,,,,,,
287003088001302000,,,,,,,,,,,,,
286984177893638000,,,,,,,,,,,,,
286979035874078000,,,,,,,,,,,,,
286847351010770000,,,,,,,,,,,,,
286601205260627000,,,,,,,,,,,,,
286355126778736000,,,,,,,,,,,,,
286349537923174000,,,,,,,,,,,,,
285820960324608000,,,,,,,,,,,,,
285497383360552000,,,,,,,,,,,,,
285036240166858000,,,,,,,,,,,,,
284832890456514000,,,,,,,,,,,,,
284059053125144000,,,,,,,,,,,,,
283747792285999000,,,,,,,,,,,,,
283732232798093000,,,,,,,,,,,,,
283452833595027000,,,,,,,,,,,,,
283341844623007000,,,,,,,,,,,,,
283313415655673000,,,,,,,,,,,,,
282939798765854000,,,,,,,,,,,,,
282495503273426000,,,,,,,,,,,,,
282479247837257000,,,,,,,,,,,,,
282469801442549000,,,,,,,,,,,,,
282277876596879000,,,,,,,,,,,,,
281974828993499000,,,,,,,,,,,,,
281225290783526000,,,,,,,,,,,,,
281193120929021000,,,,,,,,,,,,,
281166145254469000,,,,,,,,,,,,,
281156872021626000,,,,,,,,,,,,,
280796498323701000,,,,,,,,,,,,,
280532998225543000,,,,,,,,,,,,,
280119545497272000,,,,,,,,,,,,,
280033819233509000,,,,,,,,,,,,,
279693258345570000,,,,,,,,,,,,,
279602070217175000,,,,,,,,,,,,,
278956919056650000,,,,,,,,,,,,,
278603183981481000,,,,,,,,,,,,,
278327526189842000,,,,,,,,,,,,,
278062742211006000,,,,,,,,,,,,,
277841244535808000,,,,,,,,,,,,,
277690640253460000,,,,,,,,,,,,,
277579998171369000,,,,,,,,,,,,,
277553906219884000,,,,,,,,,,,,,
277510998502547000,,,,,,,,,,,,,
277218228776882000,,,,,,,,,,,,,
277198775926259000,,,,,,,,,,,,,
276814350407327000,,,,,,,,,,,,,
276149113765126000,,,,,,,,,,,,,
275746372278448000,,,,,,,,,,,,,
275738742449381000,,,,,,,,,,,,,
275348370338508000,,,,,,,,,,,,,
274994554405527000,,,,,,,,,,,,,
274924470718844000,,,,,,,,,,,,,
274878973371105000,,,,,,,,,,,,,
274767224991002000,,,,,,,,,,,,,
273801850543808000,,,,,,,,,,,,,
273624921559678000,,,,,,,,,,,,,
273265443161112000,,,,,,,,,,,,,
273241710824415000,,,,,,,,,,,,,
273239774041604000,,,,,,,,,,,,,
272889948103917000,,,,,,,,,,,,,
272623858824130000,,,,,,,,,,,,,
272206007244058000,,,,,,,,,,,,,
272199731491508000,,,,,,,,,,,,,
271762454269276000,,,,,,,,,,,,,
271674438855036000,,,,,,,,,,,,,
271306407490486000,,,,,,,,,,,,,
271122097298890000,,,,,,,,,,,,,
271095039852154000,,,,,,,,,,,,,
270959673904087000,,,,,,,,,,,,,
269938490639282000,,,,,,,,,,,,,
269217964857884000,,,,,,,,,,,,,
268874192101965000,,,,,,,,,,,,,
268241170847649000,,,,,,,,,,,,,
268198601874886000,,,,,,,,,,,,,
267725282943836000,,,,,,,,,,,,,
267514902283964000,,,,,,,,,,,,,
267478236269789000,,,,,,,,,,,,,
267035691970621000,,,,,,,,,,,,,
266783999366688000,,,,,,,,,,,,,
264978194384437000,,,,,,,,,,,,,
264963240113606000,,,,,,,,,,,,,
264933816559341000,,,,,,,,,,,,,
264492675393269000,,,,,,,,,,,,,
264154281060495000,,,,,,,,,,,,,
263146684274593000,,,,,,,,,,,,,
262348967222861000,,,,,,,,,,,,,
262305472273592000,,,,,,,,,,,,,
262003312864403000,,,,,,,,,,,,,
259740491380318000,,,,,,,,,,,,,
259105452166627000,,,,,,,,,,,,,
258983064309477000,,,,,,,,,,,,,
258440384122859000,,,,,,,,,,,,,
258425982636146000,,,,,,,,,,,,,
258267472417923000,,,,,,,,,,,,,
258235145314779000,,,,,,,,,,,,,
258213479910100000,,,,,,,,,,,,,
256966505156182000,,,,,,,,,,,,,
256815549839974000,,,,,,,,,,,,,
256811598872727000,,,,,,,,,,,,,
256804430815576000,,,,,,,,,,,,,
256635662491590000,,,,,,,,,,,,,
256595114711977000,,,,,,,,,,,,,
256153208135770000,,,,,,,,,,,,,
255880006071361000,,,,,,,,,,,,,
255844788778176000,,,,,,,,,,,,,
255780883804585000,,,,,,,,,,,,,
255776617786404000,,,,,,,,,,,,,
255573130750337000,,,,,,,,,,,,,
255471153156612000,,,,,,,,,,,,,
255150661887479000,,,,,,,,,,,,,
255131684251525000,,,,,,,,,,,,,
254451903692435000,,,,,,,,,,,,,
254326839244357000,,,,,,,,,,,,,
254275313192812000,,,,,,,,,,,,,
253686569389666000,,,,,,,,,,,,,
253372918359289000,,,,,,,,,,,,,
252205513146773000,,,,,,,,,,,,,
252186302546587000,,,,,,,,,,,,,
252152163873193000,,,,,,,,,,,,,
252118329068756000,,,,,,,,,,,,,
251945140925652000,,,,,,,,,,,,,
251944153234169000,,,,,,,,,,,,,
251188339586252000,,,,,,,,,,,,,
251176505445605000,,,,,,,,,,,,,
251100196946182000,,,,,,,,,,,,,
251085188724051000,,,,,,,,,,,,,
250562112043245000,,,,,,,,,,,,,
249547530575167000,,,,,,,,,,,,,
249325209272852000,,,,,,,,,,,,,
249301525053177000,,,,,,,,,,,,,
249286287503273000,,,,,,,,,,,,,
249246461445935000,,,,,,,,,,,,,
249222166577557000,,,,,,,,,,,,,
249181718593019000,,,,,,,,,,,,,
249013514004467000,,,,,,,,,,,,,
248979547381440000,,,,,,,,,,,,,
248978994047881000,,,,,,,,,,,,,
248950439985426000,,,,,,,,,,,,,
248946520618053000,,,,,,,,,,,,,
248910399175528000,,,,,,,,,,,,,
248836876465745000,,,,,,,,,,,,,
248292777056681000,,,,,,,,,,,,,
248237812854431000,,,,,,,,,,,,,
248227523450769000,,,,,,,,,,,,,
248215053336199000,,,,,,,,,,,,,
248213641386659000,,,,,,,,,,,,,
248166430988697000,,,,,,,,,,,,,
248138663089799000,,,,,,,,,,,,,
247874625181204000,,,,,,,,,,,,,
247851748188901000,,,,,,,,,,,,,
247827746305236000,,,,,,,,,,,,,
247802684374151000,,,,,,,,,,,,,
247472160841551000,,,,,,,,,,,,,
247222973927399000,,,,,,,,,,,,,
247163822937358000,,,,,,,,,,,,,
247158800254128000,,,,,,,,,,,,,
247157199233757000,,,,,,,,,,,,,
246835098480156000,,,,,,,,,,,,,
246510276415979000,,,,,,,,,,,,,
246458917675204000,,,,,,,,,,,,,
246347565971406000,,,,,,,,,,,,,
245986961532280000,,,,,,,,,,,,,
245977804427112000,,,,,,,,,,,,,
245662637571076000,,,,,,,,,,,,,
245584150374002000,,,,,,,,,,,,,
245547744851271000,,,,,,,,,,,,,
245530500905697000,,,,,,,,,,,,,
245529702851297000,,,,,,,,,,,,,
245387248323936000,,,,,,,,,,,,,
245334104042782000,,,,,,,,,,,,,
245309962660741000,,,,,,,,,,,,,
245280127196491000,,,,,,,,,,,,,
245207723413737000,,,,,,,,,,,,,
245194157285601000,,,,,,,,,,,,,
245187836544942000,,,,,,,,,,,,,
244976597692715000,,,,,,,,,,,,,
244965280852365000,,,,,,,,,,,,,
244961784249864000,,,,,,,,,,,,,
244080045117825000,,,,,,,,,,,,,
243906225207640000,,,,,,,,,,,,,
243849730642296000,,,,,,,,,,,,,
243830238637879000,,,,,,,,,,,,,
243762265822752000,,,,,,,,,,,,,
243149560204111000,,,,,,,,,,,,,
242807415983181000,,,,,,,,,,,,,
242720439405780000,,,,,,,,,,,,,
242659713421037000,,,,,,,,,,,,,
242632896194682000,,,,,,,,,,,,,
242102820210360000,,,,,,,,,,,,,
242071604937515000,,,,,,,,,,,,,
242052659341824000,,,,,,,,,,,,,
241999484165451000,,,,,,,,,,,,,
241873160109191000,,,,,,,,,,,,,
241871738999300000,,,,,,,,,,,,,
241689058722586000,,,,,,,,,,,,,
241226525259751000,,,,,,,,,,,,,
241224292631732000,,,,,,,,,,,,,
241220120083578000,,,,,,,,,,,,,
241209825193766000,,,,,,,,,,,,,
241182773736534000,,,,,,,,,,,,,
241072930975539000,,,,,,,,,,,,,
240673122267848000,,,,,,,,,,,,,
240616494847889000,,,,,,,,,,,,,
240582241732947000,,,,,,,,,,,,,
240168415862587000,,,,,,,,,,,,,
239869317699747000,,,,,,,,,,,,,
239849562498551000,,,,,,,,,,,,,
239808353247830000,,,,,,,,,,,,,
239262431795351000,,,,,,,,,,,,,
239236061392412000,,,,,,,,,,,,,
238879039073439000,,,,,,,,,,,,,
238062514137604000,,,,,,,,,,,,,
237981861941489000,,,,,,,,,,,,,
237317910887034000,,,,,,,,,,,,,
237316989197094000,,,,,,,,,,,,,
237028053430202000,,,,,,,,,,,,,
236953345653366000,,,,,,,,,,,,,
236931370562240000,,,,,,,,,,,,,
236929083974496000,,,,,,,,,,,,,
236518813045248000,,,,,,,,,,,,,
236518044422242000,,,,,,,,,,,,,
236461409695842000,,,,,,,,,,,,,
236284582935265000,,,,,,,,,,,,,
235840263040409000,,,,,,,,,,,,,
235430129487208000,,,,,,,,,,,,,
235265748166131000,,,,,,,,,,,,,
235133582723661000,,,,,,,,,,,,,
234134605903560000,,,,,,,,,,,,,
234132712104013000,,,,,,,,,,,,,
233728972557541000,,,,,,,,,,,,,
233440346636423000,,,,,,,,,,,,,
233087235510124000,,,,,,,,,,,,,
233086367029137000,,,,,,,,,,,,,
232636711912493000,,,,,,,,,,,,,
232625198682234000,,,,,,,,,,,,,
232621655237750000,,,,,,,,,,,,,
232585995911053000,,,,,,,,,,,,,
232582172475809000,,,,,,,,,,,,,
232267399066423000,,,,,,,,,,,,,
232096364203503000,,,,,,,,,,,,,
232092219039965000,,,,,,,,,,,,,
231893415233732000,,,,,,,,,,,,,
231727886594371000,,,,,,,,,,,,,
231543298576236000,,,,,,,,,,,,,
231356157665607000,,,,,,,,,,,,,
231292517788815000,,,,,,,,,,,,,
230823212563435000,,,,,,,,,,,,,
230460618447151000,,,,,,,,,,,,,
230368546922840000,,,,,,,,,,,,,
230052689554321000,,,,,,,,,,,,,
229811496002125000,,,,,,,,,,,,,
229452284327784000,,,,,,,,,,,,,
229435142781947000,,,,,,,,,,,,,
229413734576177000,,,,,,,,,,,,,
229391069975031000,,,,,,,,,,,,,
229385041728376000,,,,,,,,,,,,,
229356220790734000,,,,,,,,,,,,,
229261262880653000,,,,,,,,,,,,,
229070996370509000,,,,,,,,,,,,,
228653020597059000,,,,,,,,,,,,,
228650942743076000,,,,,,,,,,,,,
228217944281333000,,,,,,,,,,,,,
228216222909624000,,,,,,,,,,,,,
226896713040936000,,,,,,,,,,,,,
226851856868048000,,,,,,,,,,,,,
225791603833450000,,,,,,,,,,,,,
225768826334228000,,,,,,,,,,,,,
225766270065315000,,,,,,,,,,,,,
225665918993317000,,,,,,,,,,,,,
225441833755475000,,,,,,,,,,,,,
225076126530289000,,,,,,,,,,,,,
225022650173497000,,,,,,,,,,,,,
224595510181371000,,,,,,,,,,,,,
224053122937528000,,,,,,,,,,,,,
224052833832550000,,,,,,,,,,,,,
223617940568817000,,,,,,,,,,,,,
223497359064178000,,,,,,,,,,,,,
223473722609254000,,,,,,,,,,,,,
223471292475654000,,,,,,,,,,,,,
222940035119448000,,,,,,,,,,,,,
222920453809909000,,,,,,,,,,,,,
221465717546029000,,,,,,,,,,,,,
221424303852363000,,,,,,,,,,,,,
221374449172230000,,,,,,,,,,,,,
221003457673437000,,,,,,,,,,,,,
220996109080862000,,,,,,,,,,,,,
220992462003507000,,,,,,,,,,,,,
220987071848910000,,,,,,,,,,,,,
220283787437813000,,,,,,,,,,,,,
219294905950928000,,,,,,,,,,,,,
