1109198095852730000,LAS VEGAS!!! Tonight I'm back at the brand new @ontherecordlv nightclub located @parkmgm hotel with Devin Lucien.É?? 
1106676484205360000,Atlantic City!  Tomorrow night Devin Lucien are back for our exclusive 2019 residency at @poolafterdark.  Go toÉ?? 
1106344285425880000,Atlantic City!  Only 3 more days til Devin Lucien and i are back for our exclusive 2019 residency at @poolafterdarkÉ?? 
1105966839119730000,LAS VEGAS!!! I'm so excited to announce that I'm back this Friday March 22nd at the brand new @ontherecordlv nightcÉ?? 
1104517241800970000,Atlantic City!  Devin Lucien are excited to back for our exclusive 2019 residency at @poolafterdark next Saturday MÉ?? 
1104502178767600000,LAS VEGAS!!! I'm so excited to announce that I'm back next Friday March 22nd at the brand new @ontherecordlv nightcÉ?? 
1103514463515240000,LAS VEGAS!!! I'm so excited to announce that I'm back Friday March 22nd at the brand new @ontherecordlv nightclub lÉ?? 
1103511017680560000,Atlantic City!  Devin Lucien are excited to back for our exclusive 2019 residency at @poolafterdark next Saturday MÉ?? 
1092521019997170000,@TMobile @tacobell Whoa! Free @Tacobell on Tuesday?!? Thx @TMobile! ????????????#AreYouWithUs #Ad
1071177728974560000,ATLANTIC CITY!! Devin Lucien are back tomorrow night December 8th at @poolafterdark for their annual UGLY CHRISTMASÉ?? 
1071017642767470000,"If you need a holiday gift, grab @JohnLegereÉ??s new cookbook!  Plus all net proceeds go to help @FeedingAmerica! "
1071016777100910000,RT @poolafterdark: Time to pull out those vile sweaters for our annual Ugly Sweater Party with @BrodyJenner and @DevinLucien on 12/8! FirstÉ??
1062080559046750000,One Love Malibu Victims  
1058083837995990000,Thanks @cobragolfÉ??s for the all new KING F9 SPEEDBACK driver.  To learn more click here  
1045795451025440000,VEGAS!!! Tomorrow night I'm back at my favorite nightclub JEWEL . Go to  for tickets and tabÉ?? 
1045448896393220000,VEGAS!!! I'm back this Saturday September 29th to my favorite nightclub JEWEL . Go to  for tÉ?? 
1042518855107710000,HOUSTON! This Friday September 21th I couldn't be more excited to be at Cl?? Houston for the first time. So go toÉ?? 
1028053436254900000,DENVER! Share the post &amp; tag a friend for a chance to win a pair of free tickets + a meet &amp; greet before my set thiÉ?? 
1027555171969250000,Only 1 week til I'm back at @ushuaiaibiza with the one and only @MartinGarrix .  Tickets can be purchased here:É?? 
1025148804880680000,For every @itunes purchase today of @CashCashÉ??s #FinestHour @ElvisDuran will donate $2 to @StJude! Help out! Éù?ã?è 
1019023895456890000,Now THIS is a cause I can get behind! Tweet with #HatsOff4Heroes and @TMobile will donate $1 for every post to support veterans. #sponsored
1018930619214990000,Couldn't more excited to announce that I'll be back at @ushuaiaibiza on Thursday August 16th with the one and onlyÉ?? 
1018918171799980000,RT @TMobile: We're swinging for the fences before the #HRDerby! Take your hat off to all military and share a photo or video using #HatsOffÉ??
1017891464569930000,ATLANTIC CITY!! Devin Lucien and I are back at The Pool After Dark at Harrah's Resort Atlantic City tomorrow night.É?? 
1009613911388110000,"Sorry El Paso.  Unfortunately I will be unable to make the show this Sunday as well due to a broken foot, but I hopÉ?? "
1009613324890160000,"Sorry Denver.  Unfortunately I will be unable to make the show this Saturday due to a broken foot, but I have alreaÉ?? "
1008409070095810000,Excited to be flying to Vegas now to DJ at @WetRepublic today with the one and only @MartinGarrix. Go toÉ?? 
994441931563438000,"TOKYO, JAPAN!!! This Sunday May 13th I'll be DJ'ing for the @denialevents EDC Japan afterparty @ELETOKYO nightclub.É?? "
991423506914066000,"On Friday May 11th I'm excited to announce I'll be DJ'ing in Manila, Philippines at The Island at The Palace NightcÉ?? "
989262831966150000,ATLANTIC CITY!! Devin Lucien and I are back at The Pool After Dark at Harrah's Resort Atlantic City this Saturday AÉ?? 
987783072564342000,Vegas!  I'm back for my residency at JEWEL Nightclub tonight!  Go get your tickets now:  
984899074733346000,Only 1 day til April 14th @WetRepublic Ultra Pool in Las Vegas that I'll be opening up for the one and onlyÉ?? 
984798058222256000,"On the eve of Coachella, weekend where we say good bye to sensibility and hello to gross misconduct I present to yoÉ?? "
984541981773893000,Thank you Billboard for the amazing write up and excited to finally announce new music releasing tomorrow on SpotifÉ?? 
983791402235543000,So excited to announce that this Saturday April 14th @WetRepublic Ultra Pool I'll be opening up for the one and onlÉ?? 
977319174082060000,If your going to be in VEGAS this weekend come check me out at JEWEL Nightclub this Saturday March 24th.  Go toÉ?? 
977233688961282000,Big thanks to #AusGP for such an amazing day. Also it was great to catch up with my talented friend @jaysean. 
977026117239324000,Such an EPIC day at the Melbourne Grand Prix.  Thanks #AusGP for the best day ever!  And I can't wait to DJ in a feÉ?? 
973785808791592000,"Heading to AUSTRALIA now for a epic week! 

Fri March 16th-The Helm - Mooloolaba

Sat March 17th-Rats - MelbourneÉ?? "
969013466076868000,I'm extremely excited to announce my 2018 Las Vegas Residency with the one and only @HakkasanGroup ???? ????????!! 
956663019643330000,"MIAMI!!! Thursday Feb 8th I'm excited to celebrate one of my favorite nightclubs E11EVEN MIAMI, for their 4 year anÉ?? "
956300621514199000,Only 2 days til the @GrooveCruise!!  I'll be DJ'ing on Friday January 26th at 9pm at the @denialevents Deck of DeniÉ?? 
954488746006712000,Only 1 week til the @GrooveCruise!!  I'll be DJ'ing on Friday January 26th at 9pm at the @denialevents Deck of DeniÉ?? 
954446286060580000,"MIAMI!!! Thursday Feb 8th I'm excited to celebrate one of my favorite nightclubs @11Miami, for their 4 year anniverÉ?? "
952237426063196000,@RickieFowler approved. Now go and get it. Available today! #FACEYOURF8
942439290885296000,@7CrownWhiskey knows how to do game day right.
937018544574910000,Flying to Boston now and I'm excited for @RoyaleBoston tonight. 
936709555374850000,Get into the giving spirit &amp; help those in need by recycling your old phone at your local @TMobile store. TheyÉ??ll dÉ?? 
930485138365935000,@cobragolf | tomorrow 
927955886110212000,@gtepresents at their all-inclusive @miamihurricanes pre-game tailgate on 11/11. Use code FOOTBALL for 15% off.É?? 
924018126374817000,I'll be celebrating Halloween at Avalon Nightclub inside the @MoheganSun Casino tomorrow night. Go toÉ?? 
921133870472466000,Tickets are almost gone. 2 days away from the @GTEpresents pre-game tailgate! Get your ticket now. #GTEPartner 
918587107710353000,50% OFF @gtepresents tickets through midnight tomorrow! Come party with me &amp; @vinnyvinsane in Miami on 10/21.É?? 
918587034645626000,"RT @poolafterdark: Thinking about this weekends lineup has got us like...

#AquaFridays with @Wale 
#EpicSaturdays with @BrodyJenner and DeÉ??"
916739922308091000,Atlantic City! Now only 1 week till Devin Lucien and I will be back to continue our residency at @poolafterdark SatÉ?? 
913086855523921000,#InTheSpotlightWithMarcus was a night to remember! Thank you @TMobileBusiness &amp; @MarcusLemonis for invitingÉ?? 
911666514155261000,@GTEpresents first tailgate of the season at the Hard Rock Stadium on Oct 21st. Use code BRODY for $10 off. VisitÉ?? 
911267776513187000,"Need an ego boost? Get this and much more in the #BrodyMoji app, available now at  "
905853631865307000,Check out my new emoji app #BrodyMoji now available on @GooglePlay @AppStore É??  
905502611901689000,Whaaaattt?? @TMobileÉ??s family plans now come w/ @Netflix! Binge time!! Show us your best meme w/#NetflixOnUsÉ?? 
900870347964248000,"VEGAS!!  Tomorrow I'm celebrating my Birthday at #LIQUIDLV to kick off the big fight weekend. 
Tickets: "
896144212869095000,"VEGAS!! In 1 week come join me for a birthday celebration at #LIQUIDLV on Saturday, August 25th!!
Tickets:É?? "
895025994507010000,Kansas City was LIT last Friday @MosaicKC 
890644207257255000,Thanks to everyone that came out last Friday to the @NylonMag party at @OmniaSanDiego. 
889183357141225000,Just landed in Miami and ready to DJ at @11Miami nightclub tonight.  Click here    to get onÉ?? 
887803937423622000,Thanks Rhode Island for a epic night! 
884476421036417000,Toronto @CabanaPoolBar was completely insane this last saturday. 
883381349721161000,Excited to be back in Toronto this Saturday for #daylife @CabanaPoolBar 
883107707993051000,RT @WilliamLifestyl: Got my @TMobile #HRderby bracket locked! Submit yours by 7/10 to win 2017 World Series tix! #ScoreUnlimited 
883037505615831000,Complete your @TMobile #HRderby bracket for a chance at 2017 World Series tix! #ScoreUnlimited #ad 
877315139808223000,"Beta Nightclub in DENVER this Sat June 24th!  Share this post &amp; tag your friends for a chance to win tix, meet &amp; grÉ?? "
874716845567205000,Thanks to everyone that came out last Saturday night @PRYSMnightclub.  Such a fun night in Chicago as always.  Can'É?? 
872300902123753000,Always a great time with @MarcusLemonis and @TMobileAtWork. Awesome episode of #TheProfit #ProfitPremiereParty thanÉ?? 
872259333504983000,@WilliamLifestyl and I are about to get this party started at the #ProfitPremiereParty with @MarcusLemonis andÉ?? 
872239607659851000,Getting ready for the  #ProfitPremiereParty with @MarcusLemonis and @TMobileAtWork #TheProfit 
870388400624328000,#TBT from last Saturday night in VEGAS at @HydeBellagio.  Big thanks to @sbe_Nightlife &amp; @Bobbyrunway for all the aÉ?? 
857823741614505000,#fyrefestival woooooow never been so excited to be in my bed at home right now. @kaitlynncarter get yo ass back home. ????
852926221956464000,Killing it in social with those savage yet hilarious tweets!! Keep em coming! Congrats on 4M @JohnLegere. ????
847223848629977000,"I'm supporting this fundraiser, please check it out: 'Lisa Kemper Fund' "
