<<<<<<< HEAD
almost,4,0,0,0,0,0,1,1,0,0,2,0,0,0
civil,1,0,0,0,0,0,0,1,0,0,0,0,0,0
success,1,0,0,0,0,0,0,1,0,0,0,0,0,0
mission,3,0,0,0,0,0,0,2,1,0,0,0,0,0
map,2,0,0,0,0,1,0,1,0,0,0,0,0,0
post,13,1,1,0,4,2,0,2,2,2,0,0,0,0
photo,23,1,1,0,6,2,2,4,1,2,4,0,1,0
see,13,0,2,0,4,1,0,2,0,1,3,0,0,0
coupl,1,0,0,0,1,0,0,0,0,0,0,0,0,0
pt,1,0,0,0,1,0,0,0,0,0,0,0,0,0
concept,1,0,0,0,1,0,0,0,0,0,0,0,0,0
rise,2,0,0,0,1,0,0,0,0,0,1,0,0,0
shine,2,0,0,0,1,0,0,0,0,0,1,0,0,0
alway,3,0,0,0,0,1,0,0,1,0,0,0,1,0
home,12,2,0,0,2,1,1,0,1,0,4,0,1,0
rid,1,0,0,0,0,0,0,0,0,0,1,0,0,0
windi,1,0,0,0,0,0,0,0,1,0,0,0,0,0
paradis,1,0,0,0,0,0,0,0,0,0,1,0,0,0
round,3,0,0,0,0,0,0,0,2,0,1,0,0,0
today,15,0,0,0,2,1,0,1,2,3,2,1,0,2
pop,4,0,0,0,0,0,0,0,1,0,3,0,0,0
bruiser,4,0,0,0,0,0,2,0,1,0,1,0,0,0
fire,3,0,0,0,0,0,0,1,1,1,0,0,0,0
unfortun,1,0,0,0,0,0,0,0,1,0,0,0,0,0
cc,4,0,0,0,0,0,0,0,2,0,2,0,0,0
game,9,0,0,0,1,2,0,2,0,1,3,0,0,0
legit,2,0,0,0,0,0,0,0,0,0,1,0,0,0
greatest,4,0,0,0,0,0,0,1,0,1,2,0,0,0
ever,14,0,1,0,2,2,2,1,2,2,1,0,0,0
sis,2,0,0,0,0,0,0,0,0,0,1,0,1,0
take,5,1,0,0,0,0,0,1,0,0,2,0,1,0
answer,1,1,0,0,0,0,0,0,0,0,0,0,0,0
best,13,2,0,0,3,2,0,2,1,2,2,0,0,0
cat,2,1,0,0,0,0,0,0,0,1,0,0,0,0
world,8,1,0,0,1,1,0,1,1,0,2,0,1,0
follow,3,1,1,0,0,0,0,1,0,0,0,0,0,0
light,2,1,0,0,0,0,0,0,0,0,1,0,0,0
littl,24,1,1,0,5,2,1,2,6,1,3,0,2,0
yoga,1,0,0,0,0,0,0,0,1,0,0,0,0,0
throw,3,0,0,0,0,1,0,0,0,0,1,1,0,0
typic,1,0,0,0,0,0,0,0,1,0,0,0,0,0
airport,1,0,0,0,0,0,0,0,1,0,0,0,0,0
lop,1,0,0,0,0,0,0,0,1,0,0,0,0,0
repost,1,0,0,0,1,0,0,0,0,0,0,0,0,0
yeah,3,1,0,0,0,0,0,0,1,0,0,0,0,1
footbal,3,1,0,0,1,0,0,0,1,0,0,0,0,0
hey,5,0,0,0,1,0,0,2,0,0,0,0,1,1
guy,11,0,0,0,2,0,1,0,3,1,0,0,1,2
pucker,1,0,0,0,0,0,0,0,0,0,1,0,0,0
blow,2,0,0,0,0,0,0,0,1,0,1,0,0,0
shit,9,0,0,1,1,0,1,1,1,1,3,0,0,0
ha,1,0,0,0,0,0,0,0,1,0,0,0,0,0
bad,4,0,1,0,1,0,0,0,1,0,0,0,2,0
way,10,0,1,0,4,0,0,1,1,1,1,0,2,1
start,5,0,1,1,2,0,0,0,0,1,1,0,0,0
believ,4,0,1,0,1,0,0,2,0,0,1,0,0,0
call,3,1,1,0,1,0,1,0,1,0,0,0,0,0
work,8,0,2,0,2,1,1,0,0,0,3,0,0,0
health,2,1,0,0,0,1,0,0,0,0,0,0,0,0
food,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fuel,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sorri,2,0,0,0,1,0,0,0,0,0,0,0,0,0
mix,1,0,0,0,0,0,0,0,0,0,0,0,0,0
buddi,1,0,0,0,0,0,0,0,0,0,0,0,0,0
run,1,0,0,0,0,0,0,0,0,0,0,0,0,0
surf,4,0,0,0,1,0,0,0,0,0,1,0,0,0
school,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pro,3,0,0,0,0,0,0,0,1,0,0,0,0,0
surfer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
great,27,0,1,0,3,1,2,2,5,2,6,1,2,1
rang,1,0,0,0,0,0,0,0,0,0,0,0,0,0
newest,2,0,0,0,0,1,0,0,0,0,0,0,0,0
member,2,0,0,0,0,1,0,0,0,0,0,0,0,0
meet,2,0,0,0,0,0,0,0,0,1,0,0,0,0
might,2,1,0,0,0,0,0,0,1,0,0,0,0,0
bit,2,1,0,0,1,0,0,0,0,0,0,0,0,0
excess,1,1,0,0,0,0,0,0,0,0,0,0,0,0
protect,1,1,0,0,0,0,0,0,0,0,0,0,0,0
never,1,1,0,0,0,0,0,0,0,0,0,0,0,0
got,10,0,0,0,3,0,0,1,1,1,2,2,0,0
chair,1,0,0,0,0,0,0,0,0,0,1,0,0,0
bigger,1,0,0,0,0,0,0,0,0,0,1,0,0,0
southern,1,0,0,0,0,0,0,0,0,0,1,0,0,0
root,1,0,0,0,0,0,0,0,0,0,1,0,0,0
miss,10,0,0,0,0,1,2,3,5,0,0,0,0,0
earli,2,0,0,0,0,0,0,0,1,1,0,0,0,0
bird,3,0,0,0,0,1,0,0,1,1,0,0,0,0
worm,2,0,0,0,0,0,0,0,1,1,0,0,0,0
kiss,1,1,0,0,0,0,0,0,0,0,0,0,0,0
babi,6,1,1,0,1,0,0,0,0,0,1,1,1,0
eat,3,0,0,0,1,0,0,1,0,0,0,0,1,0
much,10,1,0,0,4,0,1,2,0,0,1,1,0,0
mercuri,1,0,0,0,1,0,0,0,0,0,0,0,0,0
sketchi,1,0,0,0,1,0,0,0,0,0,0,0,0,0
speed,2,0,0,0,1,0,0,0,1,0,0,0,0,0
morn,6,0,0,0,0,0,1,0,1,2,0,0,1,0
peopl,2,0,0,0,0,0,0,0,1,0,1,0,0,0
pretti,9,0,1,0,2,1,1,3,0,0,1,0,0,0
insan,6,0,2,0,0,1,1,1,0,0,1,0,0,0
sunset,8,0,2,0,2,0,0,0,2,2,0,0,0,0
tonight,8,0,2,0,0,0,0,2,2,0,1,0,1,0
camp,3,0,0,0,1,0,0,1,0,0,1,0,0,0
trip,2,0,0,0,1,0,0,0,0,0,1,0,0,0
life,9,0,0,0,1,1,0,2,0,1,4,0,0,0
also,1,0,0,0,0,0,0,0,0,0,1,0,0,0
c,1,0,0,0,0,0,0,0,0,0,1,0,0,0
owe,2,0,0,0,0,0,0,1,1,0,0,0,0,0
mayb,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chow,1,0,0,0,0,0,0,1,0,0,0,0,0,0
sound,3,0,0,0,1,0,0,1,1,0,0,0,0,0
hear,2,0,1,0,0,0,0,0,1,1,0,0,0,0
salsa,1,0,1,0,0,0,0,0,1,0,0,0,0,0
music,3,0,1,0,0,0,0,0,3,0,0,0,0,0
victor,1,0,1,0,0,0,0,0,1,0,0,0,0,0
touchdown,1,0,1,0,0,0,0,0,1,0,0,0,0,0
danc,2,0,1,0,0,0,0,0,1,0,1,0,0,0
coconut,2,0,1,0,0,0,0,0,0,0,0,0,1,0
climb,1,0,1,0,0,0,0,0,0,0,0,0,0,0
street,1,0,1,0,0,0,0,0,0,0,0,0,0,0
feast,1,0,0,0,0,0,0,0,1,0,0,0,0,0
turkey,1,0,0,0,0,0,0,0,1,0,0,0,0,0
wave,2,0,0,0,0,1,0,0,1,0,0,0,0,0
someon,1,0,0,0,0,0,0,0,0,1,0,0,0,0
cuddl,2,0,0,0,0,0,0,0,0,1,0,0,1,0
trigger,2,0,0,0,0,0,0,1,0,1,0,0,0,0
watch,9,0,0,0,2,1,1,1,2,0,1,1,0,0
rip,2,0,0,0,0,0,0,0,1,0,1,0,0,0
score,3,0,0,0,0,0,0,1,1,0,1,0,0,0
pay,1,0,0,0,0,0,0,0,0,0,1,0,0,0
small,1,0,0,0,0,0,0,0,0,0,1,0,0,0
care,2,0,0,0,0,0,0,0,0,0,2,0,0,0
glad,1,0,0,0,0,0,0,0,0,0,1,0,0,0
yo,1,0,0,0,0,0,0,0,0,0,1,0,0,0
storm,1,0,0,0,1,0,0,0,0,0,0,0,0,0
chase,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tub,1,0,0,0,1,0,0,0,0,0,0,0,0,0
worri,1,0,0,0,1,0,0,0,0,0,0,0,0,0
close,2,0,0,0,1,1,0,0,0,0,0,0,0,0
tast,1,0,0,0,1,0,0,0,0,0,0,0,0,0
octan,1,0,0,0,1,0,0,0,0,0,0,0,0,0
shop,2,1,0,0,1,0,0,0,0,0,0,0,0,0
playboy,2,0,0,0,2,0,0,0,0,0,0,0,0,0
anyon,2,0,0,0,1,0,0,1,0,0,0,0,0,0
late,7,1,0,0,2,1,0,1,2,0,1,0,0,0
albacor,1,0,0,0,0,0,0,0,1,0,0,0,0,0
crispi,1,0,0,0,0,0,0,0,1,0,0,0,0,0
onion,1,0,0,0,0,0,0,0,1,0,0,0,0,0
money,2,0,0,0,0,0,0,1,1,0,0,0,0,0
look,20,1,3,0,2,1,1,4,1,1,4,0,1,1
pick,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wood,2,0,0,0,1,0,1,0,0,0,0,0,0,0
could,4,0,0,0,1,0,0,0,1,0,2,0,1,0
chuck,1,0,0,0,1,0,0,0,0,0,0,0,0,0
crack,1,0,0,0,0,0,0,1,0,0,0,0,0,0
made,2,0,0,0,0,1,0,0,0,0,1,0,0,0
la,2,0,1,0,0,0,0,0,0,0,1,0,0,0
fun,7,0,0,0,2,1,0,1,0,0,2,1,0,0
hill,1,0,0,0,0,0,0,0,0,0,1,0,0,0
golf,5,0,0,0,0,1,0,0,1,0,2,0,0,1
cours,2,0,0,0,0,0,1,0,0,0,1,0,0,0
show,2,0,0,0,1,0,0,0,0,0,1,0,0,0
classic,9,1,0,0,0,1,0,1,2,1,3,0,0,0
video,5,1,0,0,0,0,0,3,1,0,0,0,0,0
yoke,1,0,0,0,1,0,0,0,0,0,0,0,0,0
snoop,1,0,0,0,0,0,0,0,0,0,1,0,0,0
beach,3,0,0,0,0,0,0,0,0,0,3,0,0,0
chunki,1,0,0,0,0,1,0,0,0,0,0,0,0,0
butt,1,0,0,0,0,1,0,0,0,0,0,0,0,0
exercis,2,0,0,0,0,1,0,0,1,0,0,0,0,0
boat,2,1,0,0,1,0,0,0,0,0,0,0,0,0
largest,3,0,0,0,1,1,1,0,0,0,0,0,0,0
cave,2,0,0,0,1,0,0,1,0,0,0,0,0,0
use,1,0,0,0,1,0,0,0,0,0,0,0,0,0
channel,1,0,0,0,1,0,0,0,0,0,0,0,0,0
island,3,0,0,0,2,0,0,1,0,0,0,0,0,0
noth,3,0,0,0,0,0,0,1,0,0,2,0,0,0
open,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ocean,1,0,0,0,0,0,0,0,0,0,1,0,0,0
lobster,1,0,0,0,0,0,0,1,0,0,0,0,0,0
treat,1,0,0,0,0,0,0,1,0,0,0,0,0,0
bubbl,1,0,0,0,0,0,0,1,0,0,0,0,0,0
machin,1,0,0,0,0,0,0,1,0,0,0,0,0,0
still,6,0,0,0,0,1,1,2,0,0,2,0,0,0
sad,1,0,0,0,0,0,0,1,0,0,0,0,0,0
excit,5,0,0,0,1,0,0,2,0,1,0,0,0,1
couch,2,0,0,0,0,0,0,1,1,0,0,0,0,0
hang,6,0,0,1,2,0,0,0,1,0,1,0,0,1
boy,19,0,1,0,1,0,2,4,6,2,3,0,1,0
told,1,0,0,0,0,0,0,1,0,0,0,0,0,0
smile,1,0,0,0,0,0,0,1,0,0,0,0,0,0
hug,1,1,0,0,0,0,0,0,0,0,0,0,0,0
chunk,3,1,0,0,1,0,1,0,0,0,0,0,0,0
hope,5,0,0,0,1,1,0,0,1,0,2,0,0,0
well,3,0,0,0,1,1,0,0,1,0,0,0,0,0
leg,1,0,0,0,0,0,0,0,0,0,1,0,0,0
least,1,0,0,0,0,1,0,0,0,0,0,0,0,0
congrat,4,0,0,0,0,1,0,1,0,0,0,0,0,1
win,5,0,0,0,0,1,0,0,0,1,1,0,1,0
team,4,0,1,0,1,0,1,0,1,0,0,0,0,0
bolt,2,0,0,0,1,0,0,1,0,0,0,0,0,0
said,2,0,0,0,0,0,0,1,1,0,0,0,0,0
say,4,0,1,0,0,0,0,1,1,0,1,0,0,0
presid,1,0,0,0,0,0,0,0,1,0,0,0,0,0
stay,3,0,0,0,0,0,1,0,0,0,1,0,1,0
awak,1,0,0,0,0,0,0,0,0,0,0,0,1,0
fore,1,0,0,0,1,0,0,0,0,0,0,0,0,0
kinki,1,0,0,0,0,0,0,1,0,0,0,0,0,0
forward,1,0,1,0,0,0,0,0,0,0,0,0,0,0
citi,2,0,1,0,0,0,0,0,1,0,0,0,0,0
tomorrow,2,0,0,0,1,0,0,0,0,0,1,0,0,0
flew,1,0,0,0,0,0,0,0,0,0,1,0,0,0
craziest,2,0,0,0,0,0,1,0,0,0,1,0,0,0
turbul,1,0,0,0,0,0,0,0,0,0,1,0,0,0
even,3,0,0,0,0,0,0,1,0,0,2,0,0,0
enjoy,3,0,0,0,0,0,0,0,1,0,1,0,1,0
virgin,1,0,0,0,0,0,0,1,0,0,0,0,0,0
high,4,0,0,0,0,0,0,1,1,1,0,0,1,0
f,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ck,1,0,0,0,0,0,0,1,0,0,0,0,0,0
weekend,2,0,0,0,1,0,0,0,0,0,1,0,0,0
rage,5,1,0,0,1,1,1,0,0,0,0,0,1,0
us,5,0,0,0,1,0,0,1,0,2,0,0,1,0
bedtim,1,0,0,0,0,0,0,0,1,0,0,0,0,0
freedom,1,0,0,0,0,0,0,0,1,0,0,0,0,0
northern,1,0,0,0,0,0,0,0,1,0,0,0,0,0
first,3,0,0,0,0,0,1,1,1,0,0,0,0,0
may,2,0,0,0,0,0,1,1,0,0,0,0,0,0
creativ,3,0,0,0,1,0,0,0,0,1,0,0,1,0
talent,1,0,0,0,1,0,0,0,0,0,0,0,0,0
need,6,0,0,0,0,0,0,1,1,2,1,0,0,1
saniti,1,0,0,0,0,0,0,0,0,0,1,0,0,0
foot,2,0,1,0,0,0,0,0,0,0,1,0,0,0
injuri,1,0,0,0,0,0,0,0,0,0,1,0,0,0
suck,2,0,0,0,0,0,0,0,0,0,1,1,0,0
reason,3,0,0,0,1,1,0,0,1,0,0,0,0,0
squib,2,0,0,0,1,0,1,0,1,0,0,0,0,0
arriv,1,0,0,0,0,0,1,0,0,0,0,0,0,0
coastlin,1,0,0,0,0,0,0,0,0,0,1,0,0,0
readi,6,0,0,0,1,0,1,1,1,0,2,0,0,0
winter,1,0,0,0,0,0,0,0,0,0,1,0,0,0
minut,5,0,0,0,0,1,1,0,1,0,2,0,0,0
sinc,2,0,0,0,0,0,0,0,1,0,1,0,0,0
done,2,0,0,0,0,0,0,0,0,0,2,0,0,0
moment,1,0,0,0,0,0,0,0,0,0,1,0,0,0
histori,1,0,0,0,0,0,0,0,0,0,1,0,0,0
dream,1,0,0,0,1,0,0,0,0,0,0,0,0,0
shot,3,0,1,0,0,1,0,1,0,0,0,0,0,0
mountain,1,0,0,0,0,0,0,1,0,0,0,0,0,0
lion,1,0,0,0,0,0,0,1,0,0,0,0,0,0
saw,4,0,0,0,0,0,0,1,0,2,0,0,1,0
anoth,3,0,0,0,0,2,0,0,0,0,1,0,0,0
green,1,0,0,0,0,1,0,0,0,0,0,0,0,0
flash,1,0,0,0,0,1,0,0,0,0,0,0,0,0
sun,1,0,0,0,0,1,0,0,0,0,0,0,0,0
set,1,0,0,0,0,1,0,0,0,0,0,0,0,0
hard,6,0,0,0,1,1,1,0,0,0,2,0,1,0
bunch,1,0,0,0,0,0,0,0,0,0,0,0,1,0
taken,1,0,0,0,0,0,0,0,0,0,0,0,1,0
profession,1,0,0,0,0,0,0,0,0,0,0,0,1,0
snap,1,0,0,0,0,1,0,0,0,0,0,0,0,0
appl,1,0,0,0,0,1,0,0,0,0,0,0,0,0
bust,1,0,0,0,1,0,0,0,0,0,0,0,0,0
spi,1,0,0,0,1,0,0,0,0,0,0,0,0,0
creepi,1,0,0,0,1,0,0,0,0,0,0,0,0,0
step,1,0,0,1,0,0,0,0,0,0,0,0,0,0
break,2,0,0,1,0,0,0,0,0,0,1,0,0,0
target,2,0,0,0,0,1,0,0,0,1,0,0,0,0
practic,2,0,0,0,0,1,0,0,0,1,0,0,0,0
alreadi,2,0,0,0,0,0,1,0,1,0,0,0,0,0
plank,1,0,0,0,1,0,0,0,0,0,0,0,0,0
lazi,1,0,0,0,0,0,0,0,1,0,0,0,0,0
fart,1,0,0,0,0,0,0,0,1,0,0,0,0,0
somebodi,4,0,1,0,0,1,0,2,0,0,0,0,0,0
order,2,0,1,0,0,0,0,1,0,0,0,0,0,0
tripl,1,0,1,0,0,0,0,0,0,0,0,0,0,0
coffe,1,0,1,0,0,0,0,0,0,0,0,0,0,0
bean,1,0,1,0,0,0,0,0,0,0,0,0,0,0
agre,2,0,0,0,0,0,0,0,2,0,0,0,0,0
damn,2,0,1,0,1,0,0,0,0,0,0,0,0,0
bro,1,0,1,0,0,0,0,0,0,0,0,0,0,0
phone,3,0,0,0,1,0,1,0,2,0,0,0,0,0
serious,2,0,0,0,0,1,0,0,1,0,0,0,0,0
matrix,1,0,0,0,0,0,0,0,1,0,0,0,0,0
bounc,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tri,2,0,0,0,0,0,0,0,1,1,0,0,0,0
kid,1,0,0,0,0,0,0,0,1,0,0,0,0,0
chariti,2,0,0,0,0,0,0,0,1,0,1,0,0,0
abl,1,0,0,0,0,1,0,0,1,0,0,0,0,0
spend,3,0,0,0,1,1,0,0,2,0,0,0,1,0
chill,2,0,1,0,0,0,0,0,1,0,0,0,0,0
legitim,1,0,0,0,0,0,0,0,0,0,1,0,0,0
scare,1,0,0,0,0,0,0,0,0,0,1,0,0,0
gone,1,0,0,0,0,0,0,1,0,0,0,0,0,0
let,4,0,0,0,0,0,1,1,0,0,1,0,1,0
els,4,0,0,0,0,1,0,2,0,0,1,0,0,0
rest,2,0,2,0,0,0,0,0,0,0,1,0,0,0
peac,1,0,1,0,0,0,0,0,0,0,1,0,0,0
till,2,0,0,0,1,0,0,1,0,0,0,0,0,0
eh,1,0,0,0,1,0,0,0,0,0,0,0,0,0
bathroom,1,0,0,0,0,0,0,0,1,0,0,0,0,0
rt,6,0,0,0,2,0,1,1,1,0,1,0,0,0
fan,3,0,0,1,1,0,0,1,0,0,0,0,0,0
happen,3,0,0,0,0,0,1,1,0,0,1,0,0,0
lesson,1,0,0,0,0,0,0,0,0,0,1,0,0,0
forget,1,0,0,0,0,0,0,0,0,0,1,0,0,0
raider,1,0,0,0,0,0,0,1,0,0,0,0,0,0
nation,1,0,0,0,0,0,0,1,0,0,0,0,0,0
view,1,0,0,0,0,0,1,0,0,0,0,0,0,0
anyth,2,0,0,0,0,1,0,0,0,0,0,1,0,0
mention,1,0,0,0,0,0,0,0,0,0,1,0,0,0
amp,2,0,0,0,0,0,0,2,0,0,0,0,0,0
non,3,0,0,0,0,0,1,1,0,1,0,0,0,0
breakfast,3,0,0,0,0,0,0,1,2,0,0,0,0,0
h,1,0,0,0,1,0,0,0,0,0,0,0,0,0
epic,8,0,0,0,1,1,2,0,1,1,1,0,1,0
aliv,1,0,0,0,0,1,0,0,0,0,0,0,0,0
barley,1,0,0,0,0,1,0,0,0,0,0,0,0,0
wilder,1,0,0,0,0,0,0,0,0,0,0,1,0,0
somewher,18,0,0,0,2,2,3,5,3,1,3,1,0,0
mani,3,1,0,0,0,0,0,0,1,0,0,0,0,1
wow,2,0,0,0,0,0,0,0,0,0,1,1,0,0
sweet,3,0,0,0,1,1,0,0,0,0,1,0,0,0
volcano,1,0,0,0,0,0,0,0,0,1,0,0,0,0
beauti,6,0,0,0,2,1,0,0,1,0,0,0,2,0
countri,1,0,0,0,0,0,0,0,0,0,0,0,1,0
central,7,0,0,0,1,1,2,1,1,1,1,0,0,0
realli,6,0,0,0,1,1,0,2,1,0,1,0,0,0
special,1,0,0,0,0,1,0,0,0,0,0,0,0,0
appreci,1,0,0,0,0,1,0,0,0,0,0,0,0,0
local,2,0,0,0,0,0,0,1,0,0,0,1,0,0
invit,1,0,0,0,0,0,0,1,0,0,0,0,0,0
dinner,1,0,0,0,0,0,0,1,0,0,0,0,0,0
hook,4,0,0,0,0,0,0,2,1,1,0,0,0,0
cool,2,0,0,0,0,0,0,1,1,0,0,0,0,0
experi,1,0,0,0,0,0,0,1,0,0,0,0,0,0
pinch,1,0,0,0,0,0,0,0,0,0,1,0,0,0
pump,2,0,0,0,0,1,1,0,0,0,0,0,0,0
wake,1,0,0,0,0,0,0,1,0,0,0,0,0,0
straight,1,0,0,0,0,0,0,0,0,0,1,0,0,0
bye,1,0,0,0,0,0,0,0,1,0,0,0,0,0
hair,2,0,0,0,0,0,0,1,1,0,0,0,0,0
yesterday,3,0,0,0,1,0,0,1,0,0,1,0,0,0
mother,3,0,0,0,1,0,0,0,0,1,1,0,0,0
fuck,2,1,0,0,0,0,0,1,0,0,0,0,0,0
charger,1,0,0,0,0,0,0,1,0,0,0,0,0,0
k,1,0,0,0,0,0,0,1,0,0,0,0,0,0
case,1,0,0,0,0,0,0,0,1,0,0,0,0,0
earthquak,2,0,1,0,0,0,0,0,0,0,1,0,0,0
crazi,5,0,0,0,0,0,0,1,0,0,3,1,0,0
feel,5,0,0,0,0,1,0,2,0,0,2,0,0,0
crew,2,0,0,0,0,0,0,1,0,0,1,0,0,0
ashi,1,0,0,0,0,0,0,0,1,0,0,0,0,0
burnt,1,0,0,0,0,0,0,0,1,0,0,0,0,0
parti,3,0,0,0,0,0,0,1,0,2,0,0,0,0
birthday,6,0,0,0,0,0,0,2,1,2,0,0,1,0
fresh,3,0,0,0,1,0,0,1,0,0,1,0,0,0
kind,1,0,0,0,0,0,0,0,0,1,0,0,0,0
wish,3,0,0,0,1,0,0,0,0,1,1,0,0,0
hit,1,0,0,0,0,0,1,0,0,0,0,0,0,0
feed,1,0,0,0,0,0,0,0,0,0,0,1,0,0
seal,1,0,0,0,0,0,0,0,0,0,0,1,0,0
remind,1,0,0,0,0,0,0,0,0,0,0,1,0,0
dog,3,0,0,0,1,0,0,1,0,0,0,1,0,0
bloodi,1,0,0,0,0,0,0,0,0,0,1,0,0,0
limit,3,0,0,0,0,1,0,0,0,0,2,0,0,0
tuna,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ground,1,0,0,0,0,0,0,0,0,0,1,0,0,0
border,1,0,0,0,1,0,0,0,0,0,0,0,0,0
weapon,1,0,0,0,0,0,0,1,0,0,0,0,0,0
check,3,0,0,0,0,0,1,0,0,1,0,1,0,0
compani,1,0,0,0,0,0,0,0,0,1,0,0,0,0
mason,2,0,0,0,0,0,0,0,1,0,0,0,1,0
went,3,0,0,0,0,0,0,0,1,0,0,0,2,0
