Tweet ID,Empty,Sadness,Enthusiasam,Neutral,Worry,Surprise,Love,Fun,Hate,Happiness,Boredom,Relief,Anger
415224400641003000,0,0,0,0,0,0,0,0,0,0,0,0,0
415223538761879000,0,0,0,0,0,0,0,0,0,0,0,0,0
415222711343140000,,,,,,,,,,,,,
415157333875232000,,,,,,,,,,,,,
414900976706142000,,,,,,,,,,,,,
414512977405292000,,,,,,,,,,,,,
414497453787058000,,,,,,,,,,,,,
413723067387760000,,,,,,,,,,,,,
413416552470691000,,,,,,,,,,,,,
412633436315471000,,,,,,,,,,,,,
412632645315858000,,,,,,,,,,,,,
412181104590716000,,,,,,,,,,,,,
411215853590700000,,,,,,,,,,,,,
411213225452396000,,,,,,,,,,,,,
410807005759434000,,,,,,,,,,,,,
410806083595558000,,,,,,,,,,,,,
410278180675928000,,,,,,,,,,,,,
409466078616903000,,,,,,,,,,,,,
408514940413423000,,,,,,,,,,,,,
408494311949746000,,,,,,,,,,,,,
407682892941516000,,,,,,,,,,,,,
407348449953456000,,,,,,,,,,,,,
406587855176495000,,,,,,,,,,,,,
406531610692292000,,,,,,,,,,,,,
406471978976292000,,,,,,,,,,,,,
406183319878242000,,,,,,,,,,,,,
406132191106990000,,,,,,,,,,,,,
405817529425477000,,,,,,,,,,,,,
405411602671099000,,,,,,,,,,,,,
404780256189751000,,,,,,,,,,,,,
404764021544738000,,,,,,,,,,,,,
404045480377982000,,,,,,,,,,,,,
404025404195082000,,,,,,,,,,,,,
403983120602791000,,,,,,,,,,,,,
403009165209403000,,,,,,,,,,,,,
402599602769387000,,,,,,,,,,,,,
402262784727351000,,,,,,,,,,,,,
401912145316937000,,,,,,,,,,,,,
401553688046895000,,,,,,,,,,,,,
401486551169138000,,,,,,,,,,,,,
401198871512363000,,,,,,,,,,,,,
400902030602301000,,,,,,,,,,,,,
400601950133440000,,,,,,,,,,,,,
400516825433505000,,,,,,,,,,,,,
400503971724685000,,,,,,,,,,,,,
399567808566403000,,,,,,,,,,,,,
399444900690677000,,,,,,,,,,,,,
399384374887845000,,,,,,,,,,,,,
398994607671095000,,,,,,,,,,,,,
398837071269621000,,,,,,,,,,,,,
398626287075753000,,,,,,,,,,,,,
397949571269414000,,,,,,,,,,,,,
397890638613872000,,,,,,,,,,,,,
397601894941462000,,,,,,,,,,,,,
396227987185868000,,,,,,,,,,,,,
395353809670930000,,,,,,,,,,,,,
395340678253002000,,,,,,,,,,,,,
395333707592384000,,,,,,,,,,,,,
395278369581199000,,,,,,,,,,,,,
394212156666695000,,,,,,,,,,,,,
394201834388475000,,,,,,,,,,,,,
393960295598931000,,,,,,,,,,,,,
393937193947119000,,,,,,,,,,,,,
393896517347848000,,,,,,,,,,,,,
393561341380001000,,,,,,,,,,,,,
393147141897854000,,,,,,,,,,,,,
392866068148264000,,,,,,,,,,,,,
391731262853251000,,,,,,,,,,,,,
391511478039490000,,,,,,,,,,,,,
391350361963106000,,,,,,,,,,,,,
390714735467196000,,,,,,,,,,,,,
390704329235386000,,,,,,,,,,,,,
390660718892449000,,,,,,,,,,,,,
389951043595153000,,,,,,,,,,,,,
389271263375818000,,,,,,,,,,,,,
389230782960902000,,,,,,,,,,,,,
389148113799499000,,,,,,,,,,,,,
388782109579833000,,,,,,,,,,,,,
388511432457068000,,,,,,,,,,,,,
388476476334817000,,,,,,,,,,,,,
388425747419103000,,,,,,,,,,,,,
388111114523140000,,,,,,,,,,,,,
387771614915739000,,,,,,,,,,,,,
387470312503517000,,,,,,,,,,,,,
386448683027664000,,,,,,,,,,,,,
386258245876473000,,,,,,,,,,,,,
385984935770988000,,,,,,,,,,,,,
385050002608762000,,,,,,,,,,,,,
385030246292267000,,,,,,,,,,,,,
384837255665573000,,,,,,,,,,,,,
383044414291324000,,,,,,,,,,,,,
382618199918792000,,,,,,,,,,,,,
382615313034264000,,,,,,,,,,,,,
382244415437541000,,,,,,,,,,,,,
381531559238856000,,,,,,,,,,,,,
381207271528988000,,,,,,,,,,,,,
380457682236604000,,,,,,,,,,,,,
380444797129228000,,,,,,,,,,,,,
380417769411710000,,,,,,,,,,,,,
380006760767315000,,,,,,,,,,,,,
379795435596283000,,,,,,,,,,,,,
379612817198166000,,,,,,,,,,,,,
379601228764028000,,,,,,,,,,,,,
379374671323750000,,,,,,,,,,,,,
379177021538304000,,,,,,,,,,,,,
379009552567795000,,,,,,,,,,,,,
379000214667137000,,,,,,,,,,,,,
378893251711090000,,,,,,,,,,,,,
378772850356019000,,,,,,,,,,,,,
378214705267220000,,,,,,,,,,,,,
378198605540380000,,,,,,,,,,,,,
378166339762155000,,,,,,,,,,,,,
377997517105164000,,,,,,,,,,,,,
377766820377542000,,,,,,,,,,,,,
377757670264299000,,,,,,,,,,,,,
377374490826924000,,,,,,,,,,,,,
377370441540980000,,,,,,,,,,,,,
377074645738221000,,,,,,,,,,,,,
376695522759032000,,,,,,,,,,,,,
376367937499971000,,,,,,,,,,,,,
375818663372533000,,,,,,,,,,,,,
375435595327492000,,,,,,,,,,,,,
375418148490854000,,,,,,,,,,,,,
374697762631450000,,,,,,,,,,,,,
374650888776065000,,,,,,,,,,,,,
374621642817036000,,,,,,,,,,,,,
374484339666747000,,,,,,,,,,,,,
374048356655702000,,,,,,,,,,,,,
373842053710376000,,,,,,,,,,,,,
373822540256669000,,,,,,,,,,,,,
373691708233752000,,,,,,,,,,,,,
373629769507954000,,,,,,,,,,,,,
373218788596285000,,,,,,,,,,,,,
373197724851912000,,,,,,,,,,,,,
372890334344540000,,,,,,,,,,,,,
371967283658518000,,,,,,,,,,,,,
371957209761992000,,,,,,,,,,,,,
371954382801076000,,,,,,,,,,,,,
371954165666156000,,,,,,,,,,,,,
371952622032277000,,,,,,,,,,,,,
371951141040312000,,,,,,,,,,,,,
371747169868738000,,,,,,,,,,,,,
371121457419780000,,,,,,,,,,,,,
370753424104902000,,,,,,,,,,,,,
