287693533668839000,"Should I put his hand in a warm bowl of water? Haha get cho ass up!!
 @ Kandui "
287456016801624000,"My vibe for the next 10 days... Worth every hour it took to get here.. #kanduiresort
#nobodyarou @ Mentawais "
287311558298726000,Later Padang... Hello Mentawais #kandui #offseason #nobodyaround 
287209450496983000,Finally  @ Padang 
287168167141318000,Just make yourself nice and comfortable anthonymarcotti .. Delayed  @ Jakarta 
287154148296781000,Thanks Jakarta for 5 hours of your time.. 40 hours down 14 to go!! @ INDO 
287003088001302000,?? @ Taipai 
286984177893638000,Shades and a shave.. Back on the move with anthonymarcotti put that thing down Anthony!!  @ Taipai 
286979035874078000,Super energized for the net flight!!! Can't you tell?  @ Taipai 
286847351010770000,14 hours down... 40 more to go... 10 hour layover... nap time  @ Taipei 
286601205260627000,Headed south with anthonymarcotti #Indobound  @ LAX 
286355126778736000,Thinking about growing a real one... Thoughts? Hah good times last night @nickmontealegre 
286349537923174000,He found some new friends 
285820960324608000,Waiting and waiting....... And waiting @ Federal Building 
285497383360552000,I don't think he likes it when I play with his ears... 
285036240166858000,Rephrase... Good man anthonymarcotti 
284832890456514000,Does anybody wanna go for a swim? #nofilter @ Malibu 
284059053125144000,After 10 years she is finally coming home.. 
283747792285999000,Love my brother @sprandoni  and sister @leahfelder .. Family time is so important 
283732232798093000,"If Santa didn't make it to your house, now you know why... We had a rough one    

MERRY CHRISTMAS AND HAPPY "
283452833595027000,Christmas Eve Family Time 
283341844623007000,Doesn't get better than this place 
283313415655673000,Sunrise at sea #nofilter 
282939798765854000,Almost back in civilization... Successful mission with DAC and @sprandoni  @ Off the Map 
282495503273426000,Just posted a photo 
282479247837257000,See you in a couple days @ Pt Conception 
282469801442549000,Rise and shine 
282277876596879000,Always nice to be home @ Malibu 
281974828993499000,It's time to get rid of this thing... #ItoldyouiwasnotlyingwhenIdidntgetthemessage 
281225290783526000,Just posted a photo 
281193120929021000,Windy days tackelberry 
281166145254469000,Paradise  @ Indo 
281156872021626000,Played a good round today with pops... Bruiser was on fire today unfortunately  @ Sherwood CC 
280796498323701000,Just posted a photo @ Malibu 
280532998225543000,This game is legit
280119545497272000,This is one of the greatest photos I've ever seen.. Thanks sis @leahfelder 
280033819233509000,She won't take no for an answer!! Haha best cat in the world 
279693258345570000,Follow the light 
279602070217175000,Rise and shine 
278956919056650000,My little man getting his yoga on... #downwarddog 
278603183981481000,Time to Throw down... Where u at tackelberry and jesse_fishman 
278327526189842000,Typical Vegas airport Lops 
